name,type,location,address,open_time
北京菜市口百货股份有限公司,商场,"116.359360,39.888889",广安门内大街306号(广安门内地铁站B东北口步行110米),
亿潼隆万丰购物中心,商场,"116.296283,39.873018",万丰路305号,
翠微百货(龙德广场店),商场,"116.415466,40.060411",立汤路186号龙德广场1-4层,
北京清河万象汇东区,商场,"116.335291,40.030186",清河中街68号,
鸿坤广场购物中心,商场,"116.340321,39.791545",西红门欣旺北大街8号,
丽泽16号购物中心,商场,"116.312761,39.876181",西三环南路16号,
金鱼池中街1号院,住宅区,"116.407008,39.891616",珠市口东大街12号(桥湾地铁站D西南口步行150米),
富贵园二区,住宅区,"116.431325,39.896294",东花市南里小区(广渠门内地铁站A西北口步行250米),
富贵园,住宅区,"116.433016,39.895898",东花市大街56-1号附近,
庄胜二期,住宅区,"116.380611,39.897319",宣武门外大街香炉营东巷2号,
中信·国安府小区,住宅区,"116.377995,39.896711",前青厂胡同46号,
东花市北里,住宅区,"116.432674,39.898847",东花市北街与东花市中街交叉口东80米,
体育馆路13号院,住宅区,"116.422387,39.884499",体育馆路13号(天坛东门地铁站B东北口步行190米),
东方瑞景,住宅区,"116.442798,39.906419",建国门外大街16号,
畅柳园,住宅区,"116.383696,39.881976",南华西里与南华西街交叉口西北60米,
中信城,住宅区,"116.378493,39.885671",菜市口大街甲2号院6,
保利蔷薇苑,住宅区,"116.435412,39.890514",培新街9号,
朝阳门内大街79号院,住宅区,"116.430291,39.924707",朝阳门内大街辅路与豆瓣胡同交叉口西140米,
华城·滨河世家,住宅区,"116.441959,39.887761",夕照寺街16号院-1,
黑窑厂小区,住宅区,"116.380866,39.879872",自新路口东陶然亭公园北门,
朱雀门家苑(燕京北街),住宅区,"116.389140,39.877405",太平街8号,
东四十条甲34号院,住宅区,"116.426999,39.933136",东四十条34号,
爱民里小区,住宅区,"116.380867,39.929471",厂桥,
怡景园,住宅区,"116.441815,39.920985",朝外市场街与三丰路交叉口东80米,
双花园南里一区,住宅区,"116.448967,39.899764",双井镇双花园南里一区,
法源寺西里,住宅区,"116.368093,39.885387",教子胡同,
板厂南里,住宅区,"116.442445,39.885025",夕照寺街9号,
西城晶华,住宅区,"116.365869,39.921067",金融街太平桥大街8号院(城铁阜成门站东南600米),
双花园南里,住宅区,"116.451920,39.899275",惠林路双花园-西里东侧约120米,
体育场东路小区,住宅区,"116.449420,39.924717",体育场东路9号(东大桥地铁站A西北口步行360米),
长西小区,住宅区,"116.361223,39.898294",槐柏树后小街与宣武门西前街交叉口东南60米,
左安浦园,住宅区,"116.438142,39.873809",左安门内大街75-1号,
富力十号,住宅区,"116.454562,39.898171",天力街19号,
永定府,住宅区,"116.396657,39.867950",燕墩西街6号院(永定门外地铁站F西南口步行410米),
信恒大厦,住宅区,"116.361785,39.888770",广安门内大街208号(牛街地铁站D2口步行310米),
东大桥斜街小区,住宅区,"116.451192,39.925840",东大桥斜街甲1号(东大桥地铁站A西北口步行350米),
劲松北社区二区西小院,住宅区,"116.453043,39.885844",[],
新中街社区小区,住宅区,"116.441638,39.934202",新中街四条乙20号,
蒲安北里,住宅区,"116.420472,39.866369",东铁匠营(蒲黄榆地铁站A西北口步行170米),
阳光都市,住宅区,"116.440685,39.935689",东直门外新中街18号,
芳城园,住宅区,"116.435080,39.868308",蒲方路,
农丰里小区,住宅区,"116.453281,39.924327",呼家楼街道朝阳北路(东大桥地铁站B东北口旁),
望京西园四区,住宅区,"116.471221,39.996549",望京东湖街道广顺南大街3号(望京地铁站C东南口步行220米),
康堡花园,住宅区,"116.451415,39.928502",工人体育场东路8号院,
潘家园南里,住宅区,"116.447858,39.873946",华威桥潘家园桥附近,
北京像素北区,住宅区,"116.615107,39.928010",五里桥二街1号院(草房地铁站B东北口步行220米),
远洋山水南区,住宅区,"116.240361,39.898742",莲石东路辅路与雕塑园南街交叉口西北300米,
通瑞嘉苑,住宅区,"116.687739,39.935696",永顺镇潞苑五街,
郁花园三里,住宅区,"116.333091,39.771298",双高路7号(高米店北地铁站B2东北出口步行270米),
安慧东里,住宅区,"116.420434,39.991612",小营路25号(惠新西街北口地铁站B东北口步行490米),
石佛营东里小区,住宅区,"116.503489,39.934001",石佛营东里129号,
西潞苑小区,住宅区,"116.660173,39.936305",永顺镇,
天坛公园,公园,"116.410829,39.881913",天坛东里甲1号,
北京环球度假区,公园,"116.681212,39.852698",梨园镇环球大道,
圆明园遗址公园,公园,"116.300960,40.008759",清华西路28号,
朝阳公园,公园,"116.482276,39.944093",朝阳公园南路1号,
奥林匹克公园中心区,公园,"116.392451,40.000039",科荟路33号奥林匹克森林公园内,
奥林匹克森林公园,公园,"116.392159,40.018635",科荟路33号,
奥林匹克森林公园北园,公园,"116.393173,40.027647",奥运村街道科荟路33号,
北京奥林匹克公园,公园,"116.393096,40.009926",北辰东路15号(森林公园南门地铁站C东南口旁),
北京欢乐谷,公园,"116.494743,39.867355",东四环小武基北路,
房山世界地质公园,公园,"115.578307,39.647447",涞宝路,
地坛公园,公园,"116.414443,39.953777",安定门外大街,
香山公园,公园,"116.188746,39.990107",香山买卖街40号,
烟袋斜街,公园,"116.394748,39.939329",地安门外大街48号(什刹海地铁站A2西北口步行130米),
南海子公园,公园,"116.464223,39.777746",黄亦路16号,
首钢园,公园,"116.155232,39.915415",石景山路68号,
陶然亭公园,公园,"116.381921,39.874496",太平街19号,
南苑森林湿地公园,公园,"116.378504,39.820418",槐房路42号,
北京西山国家森林公园,公园,"116.193063,39.975185",闵庄路与香山南路交叉口西100米,
海淀公园,公园,"116.295122,39.986416",万柳镇新建宫门路2号(万泉河桥地铁站A西北口步行140米),
中山公园,公园,"116.394407,39.910707",中华路4号(天安门西侧),
莲花池公园,公园,"116.315327,39.893297",西三环中路38号,
大运河森林公园,公园,"116.742353,39.876323",宋梁路,
日坛公园,公园,"116.443795,39.915538",朝外街道朝阳门外日坛北路6号,
石景山游乐园,公园,"116.208645,39.911986",石景山路25号,
世界公园,公园,"116.287794,39.810604",丰葆路158号(公园内),
城市绿心森林公园,公园,"116.724897,39.873651",张辛庄路与通怀路交叉路口,
白浮泉公园,公园,"116.268591,40.212204",城北街道滨河幼儿园东侧,
百望山森林公园,公园,"116.255631,40.029982",黑山扈北口19号,
北京温榆河公园,公园,"116.468759,40.075116",京承高速与滨河路交叉口,
龙潭公园,公园,"116.438258,39.879792",龙潭路16号,
北京凤凰岭景区,公园,"116.084981,40.106778",苏家坨镇凤凰岭路19号,
顺义奥林匹克水上公园,公园,"116.692730,40.180524",白马路19号,
北京世园国际旅游度假区,公园,"115.947612,40.442534",延庆镇百康路1号,
龙潭中湖公园,公园,"116.432072,39.876755",左安门内大街19号,
后海公园,公园,"116.382590,39.942143",后海北沿50号(近鼓楼西大街),
北京西山国家森林公园鬼笑石,公园,"116.187684,39.979457",北京西山国家森林公园内(西北角),
念坛公园,公园,"116.313039,39.705377",新源大街21号,
北京杜莎夫人蜡像馆,公园,"116.398304,39.897404",前门大街18号(前门地铁站I西南口步行200米),
北宫国家森林公园,公园,"116.117756,39.866114",长辛店镇大灰厂东路55号,
兴隆郊野公园,公园,"116.533660,39.912600",高碑店乡兴隆庄甲8号(近高碑店地铁站),
妙峰山森林公园,公园,"116.043011,40.064660",妙峰山镇涧沟村(近妙峰山),
檀谷·慢闪公园,公园,"116.053434,39.878153",京潭中路与九峰路交叉口西南120米,
福海公园,公园,"116.402011,39.847163",永外高庄138号(大红门地铁站C东南口步行300米),
石花洞风景区,公园,"115.943140,39.797773",河北镇南车营村石花洞景区,
路县故城遗址公园,公园,"116.719954,39.915080",东古城街与临镜路交叉口北160米,
红领巾公园,公园,"116.491796,39.927301",后八里庄5号,
绿堤公园,公园,"116.240841,39.828166",农场路4号,
双秀公园,公园,"116.374824,39.966275",德胜街道北三环中路20号(北太平庄地铁站C口步行470米),
北京市朝阳区四得公园,公园,"116.474488,39.972342",将台西路9号,
将府公园,公园,"116.513514,39.976547",东八间房村临甲10号,
东坝公园,公园,"116.573945,39.950193",东坝乡东五环外(近机场第二高速),
北京温榆河公园朝阳示范区(西园),公园,"116.463466,40.074234",来广营北路,
东郊森林公园,公园,"116.666941,39.984143",宋庄镇森林氧吧西北侧190米,
东郊湿地公园,公园,"116.660397,40.021800",壁富路11号,
仰山公园,公园,"116.412087,40.019196",奥运村街道北五环仰山桥南侧,
法海寺森林公园,公园,"116.160030,39.940625",翠微山南麓模式口28号,
顺义公园,公园,"116.662000,40.120898",光明街道光明南街26号,
北京明城墙遗址公园,公园,"116.427901,39.901264",崇文门东大街9号,
瀛海足球主题公园,公园,"116.475103,39.756681",海晏路与三太路交叉口西北400米,
马家湾湿地公园,公园,"116.561404,39.840916",大鲁店北路38号,
翠湖国家城市湿地公园,公园,"116.186404,40.103524",上庄镇翠湖北路,
台湖公园,公园,"116.648145,39.825003",九周路,
人定湖公园,公园,"116.385492,39.957583",德胜街道六铺炕街心15号,
汉石桥湿地公园,公园,"116.808601,40.123386",木燕路59号,
昌平公园,公园,"116.237050,40.217977",鼓楼南街28号(昌平地铁站C东南口步行440米),
北京温榆河公园朝阳示范区(东园),公园,"116.474695,40.076574",来广营北路,
韩村河公园,公园,"115.952777,39.596465",韩村河镇,
太阳宫公园,公园,"116.454538,39.976218",太阳宫中路6号,
北京国际雕塑公园,公园,"116.244127,39.905953",石景山路2号(地铁玉泉路A出口西侧),
北小河公园,公园,"116.455245,40.005054",师家坟村156号,
长阳公园,公园,"116.178962,39.760097",长阳镇长阳一村东,
清河之洲,公园,"116.304410,40.018091",树村街甲4号,
中关村公园,公园,"116.283458,40.060895",唐家岭土井村路45号,
紫玉公园,公园,"116.410861,40.012848",安立路与科荟路交叉口东北440米,
万芳亭公园,公园,"116.375705,39.858593",南三环西路3号,
老山城市休闲公园,公园,"116.224446,39.914890",石景山路甲19号,
古塔公园,公园,"116.535351,39.878349",王四营乡马房寺,
东单公园,公园,"116.417090,39.904917",崇文门内大街9号(东单地铁站H西南口步行380米),
永定公园,公园,"116.308097,39.718523",永华路31号,
花乡公园,公园,"116.320696,39.811335",白盆窑与六圈路交叉路口往东南约230米,
黑桥公园,公园,"116.536306,39.999604",黑桥村阳光公寓,
北京静之湖度假区,公园,"116.443547,40.242007",兴寿镇桃峪口,
宝联体育公园,公园,"116.299036,39.936229",八里庄街道北洼西里48号(慈寿寺地铁站B东北口步行390米),
北京玛雅海滩水公园,公园,"116.498551,39.866881",北京欢乐谷(欢乐谷景区地铁站B东北口步行120米),
天坛公园-斋宫,公园,"116.406686,39.879763",天坛东路甲1号天坛公园内(西南角),
天坛公园-东天门,公园,"116.417772,39.881568",天坛街道天坛路甲1号天坛公园内(东侧),
永定河公园,公园,"116.107684,39.947299",石担路与水厂北路交叉口东南约100米,
小武基公园,公园,"116.494356,39.862462",十八里店乡小武基路,
中国房山世界地质公园博物馆,公园,"115.874067,39.584742",长沟镇云居寺路与县道906交汇处,
马甸公园,公园,"116.379850,39.972260",G6京藏高速北环中心对面(健德门地铁站D西南口步行370米),
六郎庄公园,公园,"116.279442,39.986970",昆明湖东路与新建宫门路交叉口西南420米,
杜仲公园,公园,"116.569257,39.893009",三间房乡杨家沟,
云岗森林公园,公园,"116.159716,39.824623",马家坟,
通州奥体公园,公园,"116.682085,39.911771",滨河路,
团河行宫遗址公园,公园,"116.378626,39.747364",团河路,
万寿公园,公园,"116.368245,39.879812",白纸坊东街甲29号(陶然亭地铁站A西北口步行480米),
南苑公园,公园,"116.378675,39.806508",南苑西路5号,
后沙峪人民公园,公园,"116.540991,40.102345",后沙峪镇,
康庄公园,公园,"116.342233,39.755599",康庄路2号,
景山公园游客中心,公园,"116.396496,39.923533",景山西街44号景山公园内(南侧),
天坛公园-皇穹宇,公园,"116.413114,39.878508",天坛街道天坛内东里7号天坛公园回音壁内,
景山公园-绮望楼,公园,"116.396720,39.924029",什刹海街道景山西街44号(故宫后门对面)景山公园内(南侧),
晓月郊野公园,公园,"116.216153,39.855238",宛平城,
清源公园,公园,"116.305775,39.733985",黄村镇清源西路,
普法公园,公园,"116.636999,40.314544",迎宾路,
玉蜓公园,公园,"116.418283,39.872287",永定门东滨河路17号,
永定门公园,公园,"116.399331,39.876214",永定门东滨河路18号,
鸿博公园,公园,"116.478774,39.819023",十八里店博大路,
戒台寺郊野公园,公园,"116.091073,39.877907",永定地区X021(京昆路),
京张铁路遗址公园,公园,"116.338277,39.991769",学院路街道河清路五道口东面(五道口地铁站B南口步行70米),
天坛公园-三座门,公园,"116.409181,39.878247",天坛路甲1号天坛公园内(西南角),
万丰公园,公园,"116.291919,39.883235",万丰路莲怡园小区西侧,
北京温榆河公园(来广营园区),公园,"116.450849,40.039039",来广营地区北苑东路(勇士营郊野公园北侧约250米),
仁和公园,公园,"116.671673,40.106069",石园南大街10号,
地铁文化公园,公园,"116.326124,39.781660",西红门规划南环路(近地铁四号线西红门站),
中坞公园,公园,"116.261738,39.981905",北坞村路27号,
卧龙公园,公园,"116.639818,40.140798",仁和地区顺白路2号,
天元公园,公园,"116.261062,39.875971",青塔西路(近巴厘岛),
金盏森林公园,公园,"116.602667,39.950304",东高路北马各庄小学东南侧约200米,
树村郊野公园,公园,"116.304488,40.026141",树村路农大南路交汇处东,
西小口公园,公园,"116.345900,40.051108",西三旗街道,
西会公园,公园,"116.590677,39.907985",管庄京通快速路,
密虹公园,公园,"116.835997,40.375882",新西路75号,
元土城遗址公园,公园,"116.366139,39.975799",花园路(牡丹园地铁站D西南口步行90米),
黄村公园,公园,"116.335062,39.741831",清源路南(清源路地铁站C东南口旁),
北海公园-静心斋,公园,"116.389401,39.932511",文津街1号北海公园内(西北角),
金中都公园,公园,"116.349747,39.871429",广安门南街64号,
永定门公园(西城园区),公园,"116.398251,39.876528",天桥街道永定门内大街156号,
平谷湿地公园,公园,"117.098711,40.168957",王辛庄镇城区地税局纳税大厅西(平瑞街北),
永兴河湿地公园,公园,"116.316736,39.681523",林校路街道永兴路15号附近,
霍营公园,公园,"116.384161,40.081291",建材城东路,
南旱河公园,公园,"116.220886,39.973419",闵庄路辅路与门头馨西街交叉口西80米,
周家庄村文化体育公园,公园,"116.482944,39.861582",周家庄村111号,
双榆树公园,公园,"116.324810,39.970456",科学院南路31号,
大石山森林公园,公园,"116.914369,40.458499",溪翁庄镇S313,
夏都公园,公园,"115.977620,40.454152",湖北西路2号,
朝阳公园勇敢者乐园,公园,"116.481390,39.939789",朝阳公园南路1号,
精品公园,公园,"116.356935,39.919781",阜成门北大街(阜成门地铁站C东南口步行380米),
孙村公园,公园,"116.407783,39.711191",南中轴路,
黄渠公园,公园,"116.568443,39.927566",平房乡黄渠村,
世界公园-欧洲区,公园,"116.286465,39.810454",大葆台158号世界公园,
梧桐公园,公园,"116.533566,39.824177",渠羊路88号,
共青滨河森林公园,公园,"116.729696,40.087041",平安北路57号,
刘庄公园,公园,"116.675649,39.954807",永顺地区潞苑北大街和潞苑东路交汇处北,
马坡千亩森林公园,公园,"116.635661,40.156874",富康路40号,
东升文体公园,公园,"116.375967,40.039782",清河宝盛路(奥林匹克森林公园北园北侧),
刘一村公园,公园,"116.374708,39.717234",刘一村,
百旺公园,公园,"116.257461,40.044152",太舟坞路与马连洼西路交叉口北150米,
黑山公园,公园,"116.096479,39.940730",黑山大街12号,
绿海运动公园,公园,"116.128086,39.913836",永定地区葡萄嘴环岛消防队东100米,
阪泉体育公园,公园,"115.894943,40.480293",康河路世界葡萄博览园东北800米,
潞城中心公园,公园,"116.712299,39.919706",堡龙路南100米,
郭庄子公园,公园,"116.259216,39.865064",[],
贺新公园,公园,"116.390450,40.057379",东小口地区建材城东路(森林大第-北区东侧约150米),
北海公园-五龙亭,公园,"116.385864,39.930085",文津街1号北海公园内(西侧),
半塔郊野公园,公园,"116.396434,40.088812",回南路62号,
会城门公园,公园,"116.333266,39.901060",双贝子坟路1号,
中塔公园,公园,"116.308096,39.920538",西三环北路11号,
安宁庄公园,公园,"116.320711,40.049636",安宁庄路24号,
萧太后河公园,公园,"116.579503,39.846743",大鲁店北路与郎各庄村东路交叉口东180米,
地坛公园东门售票处,公园,"116.417973,39.954168",地坛公园(和平里北街地铁站D西南口步行490米),
新安城市记忆公园,公园,"116.173938,39.910101",石景山路71号,
蓝靛厂公园,公园,"116.276269,39.963825",西四环北路辅路与昆明湖南路交叉口东南160米,
北京滨河公园,公园,"116.349197,39.889192",广安门北街甲1号,
官园公园,公园,"116.360955,39.935601",后广平胡同36号旁,
翡翠公园,公园,"116.320204,39.767727",双高路163号,
法制公园,公园,"116.863842,40.383639",行宫街63号,
弘善公园,公园,"116.446730,39.870349",左安路21号,
永顺公园,公园,"116.625122,39.916852",永顺地区通燕高速路西马庄段北侧西马庄汽车站旁,
上地公园,公园,"116.310318,40.035061",信息路上地3街环岛西南角(近上地环岛),
庆丰公园-西园,公园,"116.458863,39.903431",通惠河北路入口与通惠河北路出口交叉口南100米,
首都医科大学附属北京同仁医院西区,医院,"116.417224,39.902721",东交民巷1号,
北京医院,医院,"116.415057,39.903772",东单大华路1号,
北京协和医院(东单院区),医院,"116.415768,39.912682",帅府园1号,
同仁堂中医医院,医院,"116.409275,39.898596",西打磨厂街46号,
首都医科大学附属北京妇产医院西院,医院,"116.404272,39.920566",骑河楼街17号,
北京协和医院东单院区国际医疗部,医院,"116.416300,39.912217",东单协和医院内科楼最南端,
北京市普仁医院,医院,"116.420297,39.894946",崇文门外街道崇文门外大街98号,
北京和睦家中西医结合医院,医院,"116.423459,39.911776",西总布胡同46号明阳国际中心A座,
王府井同仁堂中医医院,医院,"116.409218,39.915693",东安门大街23号,
首都医科大学附属北京友谊医院西城院区,医院,"116.392125,39.885153",永安路95号,
首都医科大学附属首都儿童医学中心,医院,"116.439482,39.914922",雅宝路2号,
首都医科大学附属北京中医医院,医院,"116.407913,39.931876",美术馆后街23号(南锣鼓巷地铁站F东北口步行480米),
北京市隆福医院美术馆院区,医院,"116.411294,39.926811",美术馆东街18号(中国美术馆地铁站B东北口步行220米),
北京正气堂中医诊所,医院,"116.425762,39.897492",东花市大街国瑞城东区3号楼2层21号,
北京崇文门中医医院,医院,"116.430513,39.888786",幸福大街甲39号,
北京大学第一医院(妇产儿童医院),医院,"116.382055,39.923455",西安门大街1号,
北京市宣武中医医院,医院,"116.388963,39.887553",万明路13号,
北京朝阳门中西医结合医院,医院,"116.435642,39.918446",朝阳门南大街12号,
北京同仁堂中医医院门诊,医院,"116.409353,39.898851",西打磨厂街46号北京同仁堂中医医院内,
中国人民解放军总医院第七医学中心,医院,"116.429131,39.930995",东四十条南门仓胡同5号,
北京中医药大学东直门医院国际部,医院,"116.416659,39.930733",东四北大街279号(张自忠路地铁站D西南口步行280米),
北京同仁堂王府井中医医院,医院,"116.409456,39.915563",东安门大街23号同仁堂药店,
北京协和医院西单院区,医院,"116.367298,39.912623",大木仓胡同41号,
北京炎黄中医医院,医院,"116.417232,39.888532",天坛路55号元隆大厦5层,
大栅栏社区卫生服务中心,医院,"116.394826,39.892775",煤市街152号(珠市口地铁站A西北口步行470米),
北京晶珠中医医院,医院,"116.402878,39.887847",精忠街5号,
东城区朝阳门社区卫生服务中心,医院,"116.419266,39.921498",东四南大街灯草胡同31号,
北京大学第一医院,医院,"116.380745,39.931911",西什库大街8号,
东城区建国门社区卫生服务中心,医院,"116.430464,39.914249",后赵家楼胡同9号,
北京中国人民解放军第三零五医院,医院,"116.384509,39.925732",文津街甲13号,
首都医科大学附属北京友谊医院西城院区东区,医院,"116.393811,39.885534",永安路36首都医科大学附属北京友谊医院,
中国民族卫生协会北京融科医院,医院,"116.440344,39.890556",夕照寺街8号东玖大厦A座,
北京两广中医医院,医院,"116.415167,39.894758",崇文门外大街兴隆都市馨园14号(磁器口光明日报社向北150米),
东城区天坛社区卫生服务中心,医院,"116.403476,39.888472",粉厂胡同57号,
北京国龙中医医院,医院,"116.410542,39.893637",珠市口东大街155号(桥湾地铁站B东北口步行130米),
北京协和医院西院国际医疗部,医院,"116.368170,39.913617",大木仓胡同41号院,
首都医科大学宣武医院,医院,"116.361951,39.891136",长椿街45号,
北京市健宫医院,医院,"116.375757,39.880853",菜市口南大街儒福里6号(陶然亭地铁站C东南口步行300米),
东直门医院东城院区,医院,"116.427707,39.937140",海运仓5号,
西城区椿树社区卫生服务中心,医院,"116.381654,39.895484",琉璃厂西街63号,
北京鹤年堂中医医院,医院,"116.372607,39.888644",广安门内大街6号枫桦豪景A座,
北京华都中医医院,医院,"116.438223,39.892729",广渠门内大街安化北里丙1号,
北京中医医院明医馆,医院,"116.408628,39.930476",美术馆后街23号首都医科大学附属北京中医医院,
协和,医院,"116.402325,39.889775",世纪天鼎西侧路与西半壁街交叉口东南180米,
双井社区卫生服务中心,医院,"116.447275,39.899340",广渠门外大街31号(双花园西里4号楼南侧),
东城区东华门社区卫生服务站,医院,"116.405579,39.913483",磁器库南巷1号,
西长安街社区卫生服务中心,医院,"116.376698,39.901603",油坊胡同52号(宣武门地铁站F东北口步行240米),
北京大学人民医院(白塔寺院区),医院,"116.366192,39.924732",阜成门内大街133号,
北京市第六医院,医院,"116.412950,39.942626",交道口北二条36号,
首都医科大学附属北京中医医院门诊,医院,"116.408240,39.931786",美术馆后街与山老胡同交叉口西南80米,
首都医科大学附属北京儿童医院,医院,"116.354351,39.912503",南礼士路56号,
首都医科大学附属北京朝阳医院院本部,医院,"116.453397,39.925878",工人体育场南路8号,
体育馆路社区卫生服务中心,医院,"116.425318,39.887354",法华南里25号,
北京市西城区金融街社区卫生服务中心,医院,"116.371545,39.908315",复兴门内大街45号院2号楼1层,
朝阳区中医医院,医院,"116.445285,39.926505",工体南路6号,
北京彭胜医院,医院,"116.421694,39.879098",天坛东路66号15号楼西侧楼1-5层,
东城区龙潭社区卫生服务中心,医院,"116.438023,39.887112",光明路中街25号,
中国医学科学院肿瘤医院,医院,"116.446921,39.872940",潘家园南里17号,
北京市东城区社区卫生服务中心,医院,"116.422607,39.923181",朝阳门内大街192-1号(东四地铁站C东南口步行490米),
西城区广内社区卫生服务中心,医院,"116.371462,39.894426",校场五条49号,
北京市东城区东花市社区卫生服务中心,医院,"116.449880,39.892347",广渠门外广渠家园13号楼,
北京中医药大学东方医院方庄院区,医院,"116.432265,39.864075",方庄芳星园一区6号,
北京惠城医院,医院,"116.433734,39.905424",北京站东街11号(北京站向东300米),
中国中医科学院广安门医院,医院,"116.351730,39.890596",北线阁5号,
北京市回民医院,医院,"116.362801,39.882113",右安门内大街11号,
北京市垂杨柳医院,医院,"116.459767,39.886796",垂杨柳南街2号(劲松地铁站A西北口步行310米),
北京市西城区天桥社区卫生服务中心,医院,"116.396328,39.883754",天桥街道北纬路11号(天桥地铁站A西北口步行200米),
建外第二社区卫生服务中心,医院,"116.455275,39.915369",远洋光华国际C座,
同仁堂中医医院综合楼,医院,"116.409580,39.898409",西打磨厂街46号同仁堂中医医院,
北京积水潭医院(新街口院区),医院,"116.374820,39.944269",新街口东街31号,
北京家圆医院,医院,"116.367236,39.930920",富国街2号,
东城区苏州社区卫生服务站,医院,"116.419947,39.905384",苏州胡同120号(东单地铁站G东南口步行280米),
北京安定门中医医院,医院,"116.407915,39.947491",安定门内大街47号(安定门地铁站A西北口步行290米),
东城区第一人民医院,医院,"116.412067,39.861541",定安里17号,
厂桥医院,医院,"116.375075,39.931367",太平仓胡同14号(平安里地铁站C东南口步行390米),
北京丰台体坛中医医院,医院,"116.437392,39.868799",芳城园1区1号楼(方庄地铁站A西北口步行330米),
北京中医药大学附属护国寺中医医院住院院区,医院,"116.376153,39.936515",棉花胡同83号护国寺中医医院,
北京长安中西医结合医院,医院,"116.362432,39.883612",枣林前街19号,
东城区韶九社区卫生服务站,医院,"116.407745,39.916814",东华门街道韶九胡同22号,
北京合生鼎济堂中医医院,医院,"116.431514,39.935070",仓夹道7号-3商铺(中式建筑楼),
西城区陶然亭社区卫生服务中心,医院,"116.378084,39.878223",陶然亭路12号(陶然亭地铁站C东南口步行360米),
北京市鼓楼中医医院,医院,"116.413194,39.864874",安乐林路10-18号附近(景泰地铁站B东北口步行130米),
北京中医药大学附属护国寺中医医院新门诊楼,医院,"116.373968,39.938991",航空胡同42号,
牛街社区卫生服务中心,医院,"116.367957,39.887247",培育胡同15号,
东城区都市馨园社区卫生服务站,医院,"116.414754,39.895136",崇文门外街道兴隆都市馨园13号楼D102-103号,
北京善方医院,医院,"116.449518,39.934238",工体北路13号院世茂国际中心4号楼,
劲松社区卫生服务中心,医院,"116.453450,39.881845",劲松南路劲松五区501楼,
东城区永定门外社区卫生服务中心,医院,"116.420433,39.869678",蒲黄榆二里2号院四层康复科,
东城区台基厂社区卫生服务站,医院,"116.415531,39.905253",台基厂大街台基厂二条3号(东单地铁站H西南口步行490米),
北京市鼓楼中医医院南院区门诊楼,医院,"116.413117,39.864892",安乐林路10-19号附近(景泰地铁站B东北口步行150米),
蒲黄榆社区卫生服务中心,医院,"116.416106,39.862279",刘家窑路蒲安西里16号,
北京潘家园中西医结合医院,医院,"116.451280,39.871879",华威西里55号,
北京大学人民医院(西直门院区),医院,"116.354215,39.936961",西直门南大街11号,
东城区新景家园社区卫生服务站,医院,"116.424534,39.897104",西花市大街62-64号,
北京弘医堂中医医院,医院,"116.462363,39.931672",团结湖北路2号(长虹桥南),
北京市东城区第一人民医院(天坛院区),医院,"116.414780,39.890730",东晓市街109号,
劲松第二社区卫生服务中心,医院,"116.456672,39.881726",劲松南路9号楼,
东城区宽街社区卫生服务站,医院,"116.410019,39.932340",美术馆后街12号(近山老胡同),
北京市回民医院北院区,医院,"116.364730,39.891536",广安门内街道下斜街34号(牛街地铁站B口步行100米),
北京市第一中西医结合医院CBD院区,医院,"116.471802,39.916809",朝外金台路13号,
北京西城区平安医院,医院,"116.367853,39.934656",赵登禹路169号(平安大道)(平安里地铁站K口旁),
北京市宣武中医医院门诊,医院,"116.389700,39.887692",万明路甲8号北京市宣武中医医院内,
东城区东直门医疗卫生中心,医院,"116.438886,39.931254",王家园胡同37号院1号楼,
北京德胜门中医院,医院,"116.379969,39.952059",德胜门外大街200号,
首都医科大学附属北京安定医院,医院,"116.376791,39.952767",安康胡同5号,
首都医科大学附属复兴医院,医院,"116.340022,39.905587",复兴门外大街甲20号,
双井第二社区卫生服务中心,医院,"116.464559,39.896835",百子湾南二路94号,
方庄社区卫生服务中心,医院,"116.427594,39.861058",芳群路芳群园三区1号,
北京丰台人和中医医院,医院,"116.403746,39.855838",南三环中路南木樨园66号,
北京市第六医院(二部),医院,"116.423232,39.940467",东直门内大街184号,
首都医科大学附属北京妇产医院东院,医院,"116.471338,39.931304",姚家园路251号,
西城区白纸坊社区卫生服务中心,医院,"116.363322,39.877456",新安中里4号(近右安门内大街),
北京广安仁和中医研究院(老墙根店),医院,"116.367777,39.893707",老墙根街107号院长椿苑3号楼(牛街地铁站B口步行480米),
呼家楼第二社区卫生服务中心,医院,"116.467227,39.919192",金台西路呼家楼南里1号,
首都医科大学附属北京佑安医院,医院,"116.355761,39.866660",右安门外西头条8号,
北京固生堂中医医院,医院,"116.394797,39.955295",北京城区六铺炕3号迤北,
固生堂北京潘家园分院,医院,"116.463731,39.876368",北京城区松榆北路5号楼,
东城区交道口社区卫生服务中心,医院,"116.413190,39.936271",白米仓胡同乙16号,
北京市丰台康复医院,医院,"116.423119,39.856640",东铁匠横七条1号,
东城区前门社区卫生服务站,医院,"116.407973,39.897133",草厂六条4号,
三里屯社区卫生服务中心,医院,"116.453205,39.936569",北三里屯南45号,
北京市和平里医院,医院,"116.413255,39.958168",和平里北街18号,
西城区和平门社区卫生服务站,医院,"116.381703,39.899606",宣武门东大街4号楼2门110,
武警北京总队医院,医院,"116.458355,39.935488",东三里屯1号院,
天桥街道仁民路社区卫生服务站,医院,"116.390901,39.886702",华仁路12号,
